"mois","jour","hrmn","lum","dep","int","agg","com","atm","col","gps","lat","long","catr","circ","nbv","prof","plan","surf","situ","catu","place","sexe","an_nais","trajet","secu","catv","obsm","choc","manv","grav"
10,5,1425,"1",950,"4","2",18,"1","6","M",4895670,225620,"3","2","2","1","1","2","1","1","1","1",1977,"4","11","10","1","2","1","0"
9,11,910,"1",950,"1","2",18,"1","3","M",4893380,223210,"4","2","1","1","1","1","1","1","1","1",1994,"5","11","7","2","3","10","0"
10,4,1130,"1",950,"7","2",63,"1","3","M",4892260,221780,"3","2","2","1","1","1","1","1","1","2",1979,"3","11","7","2","1","15","0"
10,4,1130,"1",950,"7","2",63,"1","3","M",4892260,221780,"3","2","2","1","1","1","1","1","1","1",1973,"5","11","7","2","8","1","0"
10,4,1130,"1",950,"7","2",63,"1","3","M",4892260,221780,"3","2","2","1","1","1","1","2","2","2",1968,"5","11","7","2","8","1","0"
9,27,1735,"1",950,"1","2",18,"1","6","M",4894080,221730,"4","2","2","1","1","1","1","1","1","1",1960,"5","11","7","1","1","1","0"
9,27,1735,"1",950,"1","2",18,"1","6","M",4894080,221730,"4","2","2","1","1","1","1","2","2","1",1996,"5","11","7","1","1","1","0"
10,12,1235,"1",950,"2","2",582,"1","3","M",4897710,225610,"3","2","2","1","1","1","1","1","1","1",1995,"5","11","7","2","1","1","0"
10,12,1235,"1",950,"2","2",582,"1","3","M",4897710,225610,"3","2","2","1","1","1","1","1","1","1",1958,"5","11","7","2","3","1","0"
10,12,1235,"1",950,"2","2",582,"1","3","M",4897710,225610,"3","2","2","1","1","1","1","2","3","1",2013,"5","11","7","2","3","1","0"
9,29,1350,"1",950,"1","2",18,"1","6","M",4893960,222660,"4","1","1","1","1","1","4","1","1","1",1996,"5","11","7","1","1","1","0"
9,28,1100,"1",950,"1","2",18,"1","5","M",4894250,225660,"3","1","2","1","1","1","1","1","1","1",1984,"1","21","33","2","6","2","1"
9,28,1100,"1",950,"1","2",18,"1","5","M",4894250,225660,"3","1","2","1","1","1","1","1","1","1",1985,"5","11","7","2","6","14","0"
9,28,1100,"1",950,"1","2",18,"1","5","M",4894250,225660,"3","1","2","1","1","1","1","1","1","1",1978,"1","11","7","2","5","2","0"
10,13,2235,"5",950,"1","2",18,"1","2","M",4894280,220670,"3","3","4","1","1","1","1","1","1","1",1993,"5","11","7","2","2","2","0"
10,13,2235,"5",950,"1","2",18,"1","2","M",4894280,220670,"3","3","4","1","1","1","1","2","2","1",1969,"5","11","7","2","2","2","0"
10,13,2235,"5",950,"1","2",18,"1","2","M",4894280,220670,"3","3","4","1","1","1","1","2","3","1",1973,"5","11","7","2","2","2","0"
10,13,2235,"5",950,"1","2",18,"1","2","M",4894280,220670,"3","3","4","1","1","1","1","2","4","1",1991,"5","11","7","2","2","2","0"
10,16,700,"2",950,"1","2",18,"2","2","M",4894470,220640,"3","3","2","1","1","1","1","1","1","1",1985,"1","11","10","2","1","1","0"
10,16,700,"2",950,"1","2",18,"2","2","M",4894470,220640,"3","3","2","1","1","1","1","1","1","1",1956,"1","21","30","2","4","2","0"
10,20,1530,"1",950,"4","2",18,"1","3","M",4893420,223990,"3","2","2","2","1","1","1","1","1","1",1993,"5","21","34","2","2","16","0"
10,20,1530,"1",950,"4","2",18,"1","3","M",4893420,223990,"3","2","2","2","1","1","1","1","1","1",1985,"4","11","7","2","1","1","0"
10,25,940,"1",950,"1","2",18,"1","6","M",4894780,225610,"4","2","2","1","1","1","1","1","1","1",1977,"4","11","37","1","3","21","0"
10,27,1405,"1",950,"1","2",18,"1","6","M",4894250,224270,"4","2","2","1","1","1","1","1","1","2",1987,"5","11","7","1","3","1","0"
10,27,1405,"1",950,"1","2",18,"1","6","M",4894250,224270,"4","2","2","1","1","1","1","2","2","1",1989,"5","11","7","1","3","1","0"
11,2,820,"2",950,"1","2",18,"1","3","M",4894270,225250,"3","2","4","1","1","1","1","1","1","1",1957,"5","21","31","2","1","5","0"
11,2,820,"2",950,"1","2",18,"1","3","M",4894270,225250,"3","2","4","1","1","1","1","1","1","1",1991,"4","11","10","2","3","10","0"
11,2,820,"2",950,"1","2",18,"1","3","M",4894270,225250,"3","2","4","1","1","1","1","2","2","1",1999,"4","11","10","2","3","10","0"
10,21,550,"5",950,"1","2",18,"1","3","M",4893020,223390,"3","3","4","1","1","1","1","1","1","1",1991,"5","11","7","2","9","14","0"
10,21,550,"5",950,"1","2",18,"1","3","M",4893020,223390,"3","3","4","1","1","1","1","1","1","1",1974,"4","11","7","2","8","2","0"
11,9,800,"1",950,"2","2",18,"1","3","M",4894010,224510,"3","2","2","1","1","1","1","1","1","1",1958,"1","11","7","2","5","15","0"
11,9,800,"1",950,"2","2",18,"1","3","M",4894010,224510,"3","2","2","1","1","1","1","1","1","1",1991,"1","21","32","2","1","1","1"
11,13,1940,"2",950,"1","1",18,"1","6","M",4895870,222790,"3","2","3","1","1","1","1","1","1","1",2000,"5","21","30","1","1","1","1"
11,13,1940,"2",950,"1","1",18,"1","6","M",4895870,222790,"3","2","3","1","1","1","1","2","2","1",2000,"5","21","30","1","1","1","0"
11,20,1715,"5",950,"1","2",18,"1","6","M",4895080,223650,"3","2","3","1","1","1","1","1","1","1",1999,"2","21","30","1","2","17","0"
11,24,1910,"4",950,"2","2",63,"2","2","M",4892250,221780,"3","3","4","1","3","2","1","1","1","1",1982,"5","11","7","2","4","16","0"
11,24,1910,"4",950,"2","2",63,"2","2","M",4892250,221780,"3","3","4","1","3","2","1","2","2","2",1984,"5","11","7","2","4","16","0"
11,24,1910,"4",950,"2","2",63,"2","2","M",4892250,221780,"3","3","4","1","3","2","1","2","4","2",2011,"5","11","7","2","4","16","0"
11,27,900,"1",950,"2","2",18,"1","6","M",4894980,224250,"4","1","1","1","1","1","1","1","1","1",1974,"1","11","7","1","1","15","0"
12,3,730,"5",950,"3","2",63,"1","3","M",4892280,220690,"4","1","1","1","1","1","1","1","1","1",1986,"4","11","10","2","1","15","0"
12,3,730,"5",950,"3","2",63,"1","3","M",4892280,220690,"4","1","1","1","1","1","1","1","1","1",1990,"1","11","7","2","8","1","0"
11,3,1851,"5",950,"1","2",18,"1","6","M",4895470,228480,"4","2","2","1","1","1","1","1","1","2",1961,"5","11","7","1","3","1","0"
12,13,2127,"3",950,"1","1",18,"1","2","M",4896350,221420,"3","2","2","1","2","1","1","1","1","1",1981,"5","42","1","2","4","2","1"
12,17,915,"1",950,"3","2",176,"1","3","M",4897460,218750,"3","2","2","1","1","1","1","1","1","1",1991,"5","21","33","2","1","1","1"
12,17,915,"1",950,"3","2",176,"1","3","M",4897460,218750,"3","2","2","1","1","1","1","1","1","2",1971,"1","11","7","2","3","15","0"
12,24,15,"3",950,"2","2",18,"1","1","M",4894170,223450,"4","2","2","1","1","1","1","1","1","1",1986,"5","11","7","2","1","1","0"
12,24,15,"3",950,"2","2",18,"1","1","M",4894170,223450,"4","2","2","1","1","1","1","2","2","2",1992,"5","11","7","2","1","1","0"
12,24,15,"3",950,"2","2",18,"1","1","M",4894170,223450,"4","2","2","1","1","1","1","1","1","1",1981,"5","21","2","2","1","1","1"
12,10,1815,"5",950,"1","2",176,"1","6","M",4896736,219466,"4","2","2","1","1","1","1","1","1","1",1996,"5","11","7","1","3","1","0"
12,11,2009,"5",950,"3","2",18,"1","3","M",4894810,220610,"3","2","2","1","1","1","1","1","1","1",1990,"5","11","7","2","1","1","0"
12,11,2009,"5",950,"3","2",18,"1","3","M",4894810,220610,"3","2","2","1","1","1","1","1","1","1",1972,"5","11","7","2","2","15","0"
12,27,1545,"1",950,"1","2",18,"1","2","M",4894770,223210,"4","2","2","1","1","1","1","1","1","1",1992,"5","21","33","2","1","3","0"
12,27,1545,"1",950,"1","2",18,"1","2","M",4894770,223210,"4","2","2","1","1","1","1","1","1","1",1953,"5","11","7","2","4","1","0"
12,19,1630,"1",950,"2","2",176,"1","3","M",4897160,220340,"4","2","1","1","1","1","1","1","1","1",1976,"5","11","7","2","7","1","0"
12,19,1630,"1",950,"2","2",176,"1","3","M",4897160,220340,"4","2","1","1","1","1","1","1","1","1",1966,"5","21","32","2","1","1","0"
4,7,1225,"1",950,"1","2",63,"1","6","M",4893440,220360,"4","2","2","1","1","1","1","1","1","1",1964,"4","11","7","1","2","1","0"
5,12,2125,"2",950,"2","2",63,"1","3","M",4893360,220440,"4","1","1","1","1","1","1","1","1","1",1988,"5","21","34","2","1","1","1"
5,12,2125,"2",950,"2","2",63,"1","3","M",4893360,220440,"4","1","1","1","1","1","1","2","5","1",1992,"5","21","34","2","1","1","1"
5,12,2125,"2",950,"2","2",63,"1","3","M",4893360,220440,"4","1","1","1","1","1","1","1","1","1",1969,"5","11","7","2","8","10","0"
5,20,515,"5",950,"1","2",63,"1","6","M",4892380,220630,"3","2","2","1","1","1","1","1","1","1",1960,"1","11","7","1","2","1","0"
3,17,1700,"1",950,"3","2",63,"1","3","M",4892510,221010,"3","2","2","1","1","1","1","1","1","1",1972,"4","21","34","2","8","15","0"
3,17,1700,"1",950,"3","2",63,"1","3","M",4892510,221010,"3","2","2","1","1","1","1","1","1","1",1985,"1","11","7","2","7","1","0"
5,21,835,"1",950,"2","2",63,"1","3","M",4893150,221170,"3","2","2","1","1","1","1","1","1","1",1987,"1","21","33","2","2","17","0"
5,21,835,"1",950,"2","2",63,"1","3","M",4893150,221170,"3","2","2","1","1","1","1","1","1","2",1975,"1","11","7","2","3","15","0"
7,1,1545,"1",950,"2","2",63,"1","3","M",4893740,220710,"3","2","2","2","3","1","1","1","1","1",1958,"5","11","7","2","1","1","0"
7,1,1545,"1",950,"2","2",63,"1","3","M",4893740,220710,"3","2","2","2","3","1","1","2","2","1",1992,"5","11","7","2","1","1","0"
7,1,1545,"1",950,"2","2",63,"1","3","M",4893740,220710,"3","2","2","2","3","1","1","1","1","1",1964,"4","11","7","2","8","16","0"
2,4,1925,"5",950,"1","2",63,"1","6","M",4891510,220520,"4","2","2","1","1","1","1","1","1","1",1987,"1","21","33","1","1","1","0"
2,4,1925,"5",950,"1","2",63,"1","6","M",4891510,220520,"4","2","2","1","1","1","1","1","1","2",1963,"4","11","7","2","3","23","0"
2,6,1535,"1",950,"1","2",63,"1","6","M",4892260,221710,"3","3","4","1","1","1","1","1","1","1",1968,"1","11","7","1","3","18","0"
2,4,740,"2",950,"1","2",63,"1","3","M",4891840,221310,"4","2","2","1","1","1","1","1","1","1",1984,"1","11","7","2","2","15","0"
2,4,740,"2",950,"1","2",63,"1","3","M",4891840,221310,"4","2","2","1","1","1","1","1","1","1",1973,"1","21","33","2","1","17","0"
1,16,2015,"5",950,"1","2",500,"1","3","M",4905380,211120,"3","2","2","1","1","2","1","1","1","2",1966,"1","11","7","2","1","15","0"
1,16,2015,"5",950,"1","2",500,"1","3","M",4905380,211120,"3","2","2","1","1","2","1","2","2","2",1975,"1","11","7","2","1","15","0"
1,16,2015,"5",950,"1","2",500,"1","3","M",4905380,211120,"3","2","2","1","1","2","1","1","1","1",1993,"5","21","2","2","8","1","1"
3,5,830,"1",950,"3","2",127,"8","6","M",4903040,207060,"4","2","2","1","1","2","1","1","1","2",1981,"4","11","7","1","1","1","0"
1,17,2327,"3",950,"1","1",500,"1","2","M",4904770,208090,"3","3","4","2","3","1","1","1","1","2",1992,"5","11","7","2","1","14","0"
1,17,2327,"3",950,"1","1",500,"1","2","M",4904770,208090,"3","3","4","2","3","1","1","1","1","1",1991,"5","11","7","2","5","9","0"
3,5,1730,"1",950,"1","2",637,"1","2","M",4903360,201980,"4","3","2","1","1","1","1","1","1","1",1954,"5","21","30","2","4","2","0"
1,8,715,"3",950,"1","2",500,"1","6","M",4904490,208840,"3","3","4","2","1","1","1","1","1","1",1979,"1","11","10","1","3","1","0"
3,20,950,"1",950,"1","2",572,"8","6","M",4904560,210670,"3","2","2","1","1","1","1","1","1","1",1987,"1","21","33","1","1","1","0"
1,23,1606,"1",950,"1","2",500,"1","6","M",4905180,209660,"3","2","2","1","1","1","1","1","1","1",1949,"5","11","7","1","1","1","0"
3,27,540,"3",950,"1","2",572,"1","2","M",4904940,214710,"4","2","2","1","1","1","1","1","1","1",1967,"1","21","2","2","1","1","1"
1,28,2035,"5",950,"2","2",127,"2","6","M",4903630,206870,"4","2","2","1","1","2","1","1","1","1",1978,"4","11","10","1","1","1","0"
4,4,1021,"1",950,"1","1",127,"1","2","M",4904990,206849,"2","3","4","1","2","1","2","1","1","1",1972,"5","11","7","2","1","1","0"
4,4,1021,"1",950,"1","1",127,"1","2","M",4904990,206849,"2","3","4","1","2","1","2","2","2","1",2010,"5","11","7","2","1","1","0"
4,4,1021,"1",950,"1","1",127,"1","2","M",4904990,206849,"2","3","4","1","2","1","2","2","3","1",1966,"5","11","7","2","1","1","1"
2,5,1650,"1",950,"1","1",572,"1","6","M",4904160,213640,"4","2","2","1","1","1","1","1","1","1",1969,"1","11","7","1","2","1","0"
4,7,930,"1",950,"1","1",218,"1","1","M",4901970,209840,"2","3","5","1","1","1","1","1","1","1",1985,"5","11","7","2","1","5","1"
4,7,930,"1",950,"1","1",218,"1","1","M",4901970,209840,"2","3","5","1","1","1","1","1","1","1",1977,"4","11","10","2","1","23","1"
2,19,1930,"5",950,"3","2",127,"9","3","M",4905290,201779,"4","2","2","1","1","2","1","1","1","1",1953,"5","11","7","2","1","1","0"
2,19,1930,"5",950,"3","2",127,"9","3","M",4905290,201779,"4","2","2","1","1","2","1","1","1","1",1993,"5","22","31","2","1","1","1"
4,10,1838,"1",950,"1","2",127,"1","6","M",4904950,201319,"4","2","2","1","1","1","1","1","1","1",1978,"4","11","37","1","7","14","0"
1,30,945,"1",950,"2","2",127,"4","3","M",4904950,202340,"4","2","2","1","1","2","1","1","1","1",1971,"5","11","7","2","3","1","0"
1,30,945,"1",950,"2","2",127,"4","3","M",4904950,202340,"4","2","2","1","1","2","1","1","1","2",1971,"3","11","7","2","4","2","0"
4,15,1130,"1",950,"1","2",500,"1","3","M",4904910,210240,"3","2","3","1","1","1","1","1","1","1",1986,"4","11","7","2","3","11","0"
4,15,1130,"1",950,"1","2",500,"1","3","M",4904910,210240,"3","2","3","1","1","1","1","1","1","1",1975,"3","21","33","2","1","17","0"
2,26,1625,"1",950,"6","2",183,"3","3","M",4904440,200610,"4","3","2","1","1","2","1","1","1","1",1951,"1","11","10","2","2","9","0"
2,26,1625,"1",950,"6","2",183,"3","3","M",4904440,200610,"4","3","2","1","1","2","1","1","1","1",1950,"5","41","1","2","9","2","1"
4,25,1426,"1",950,"3","2",500,"1","3","M",4904670,208250,"3","2","4","1","1","1","1","1","1","1",1973,"4","11","7","2","1","17","0"
4,25,1426,"1",950,"3","2",500,"1","3","M",4904670,208250,"3","2","4","1","1","1","1","2","2","1",1984,"4","11","7","2","1","17","0"
4,25,1426,"1",950,"3","2",500,"1","3","M",4904670,208250,"3","2","4","1","1","1","1","2","3","2",1982,"4","11","7","2","1","17","0"
4,25,1426,"1",950,"3","2",500,"1","3","M",4904670,208250,"3","2","4","1","1","1","1","2","4","1",1981,"4","11","7","2","1","17","0"
4,25,1426,"1",950,"3","2",500,"1","3","M",4904670,208250,"3","2","4","1","1","1","1","1","1","1",1987,"5","11","7","2","3","15","0"
2,27,1600,"1",950,"1","1",74,"1","1","M",4902100,199230,"3","2","2","1","2","1","1","1","1","1",1931,"5","11","7","2","1","13","1"
2,27,1600,"1",950,"1","1",74,"1","1","M",4902100,199230,"3","2","2","1","2","1","1","2","2","2",1925,"5","11","7","2","1","13","1"
2,27,1600,"1",950,"1","1",74,"1","1","M",4902100,199230,"3","2","2","1","2","1","1","1","1","2",1988,"1","11","7","2","1","1","1"
4,29,2230,"5",950,"6","2",572,"2","3","M",4903520,212280,"3","2","1","1","2","2","1","1","1","1",1982,"5","11","7","2","3","1","0"
4,29,2230,"5",950,"6","2",572,"2","3","M",4903520,212280,"3","2","1","1","2","2","1","1","1","1",1985,"5","21","1","2","4","9","1"
5,13,1750,"1",950,"1","2",218,"1","3","M",4902030,209940,"2","3","4","1","1","1","1","1","1","1",1982,"1","11","7","2","2","1","0"
5,13,1750,"1",950,"1","2",218,"1","3","M",4902030,209940,"2","3","4","1","1","1","1","2","2","1",1984,"1","11","7","2","2","1","0"
5,13,1750,"1",950,"1","2",218,"1","3","M",4902030,209940,"2","3","4","1","1","1","1","2","4","1",2008,"2","11","7","2","2","1","0"
5,13,1750,"1",950,"1","2",218,"1","3","M",4902030,209940,"2","3","4","1","1","1","1","1","1","1",1988,"1","11","7","2","6","11","0"
5,13,1750,"1",950,"1","2",218,"1","3","M",4902030,209940,"2","3","4","1","1","1","1","2","2","2",1988,"1","11","7","2","6","11","1"
5,13,1750,"1",950,"1","2",218,"1","3","M",4902030,209940,"2","3","4","1","1","1","1","2","4","2",2010,"2","11","7","2","6","11","0"
6,5,2100,"1",950,"1","2",500,"1","2","M",4903090,208990,"4","2","2","1","1","1","1","1","1","1",1991,"5","21","33","2","7","17","1"
6,5,2100,"1",950,"1","2",500,"1","2","M",4903090,208990,"4","2","2","1","1","1","1","1","1","1",1971,"5","11","7","2","6","1","0"
6,16,835,"1",950,"1","2",323,"1","6","M",4901070,204429,"4","2","2","2","1","1","1","1","1","2",1980,"1","11","7","1","1","1","0"
6,13,1225,"1",950,"1","1",450,"1","3","M",4901210,207460,"3","3","4","1","1","1","1","1","1","1",1981,"3","11","10","2","1","19","0"
6,13,1225,"1",950,"1","1",450,"1","3","M",4901210,207460,"3","3","4","1","1","1","1","2","2","1",1979,"3","11","10","2","1","19","0"
6,13,1225,"1",950,"1","1",450,"1","3","M",4901210,207460,"3","3","4","1","1","1","1","2","3","1",2011,"3","11","10","2","1","19","0"
6,13,1225,"1",950,"1","1",450,"1","3","M",4901210,207460,"3","3","4","1","1","1","1","1","1","1",1973,"5","11","10","2","2","15","0"
6,27,2300,"3",950,"3","2",488,"1","3","M",4901960,214830,"3","2","2","1","1","1","1","1","1","1",1961,"5","11","10","2","3","19","0"
6,27,2300,"3",950,"3","2",488,"1","3","M",4901960,214830,"3","2","2","1","1","1","1","1","1","1",1989,"5","21","33","2","1","15","1"
7,20,2100,"1",950,"1","2",127,"1","2","M",4905190,202409,"4","3","4","1","1","1","1","1","1","1",1979,"5","11","7","2","1","1","0"
7,20,2100,"1",950,"1","2",127,"1","2","M",4905190,202409,"4","3","4","1","1","1","1","2","2","1",1997,"5","11","7","2","1","1","0"
7,20,2100,"1",950,"1","2",127,"1","2","M",4905190,202409,"4","3","4","1","1","1","1","2","3","2",1973,"5","11","7","2","1","1","0"
7,20,2100,"1",950,"1","2",127,"1","2","M",4905190,202409,"4","3","4","1","1","1","1","2","4","2",1991,"5","11","7","2","1","1","0"
7,20,2100,"1",950,"1","2",127,"1","2","M",4905190,202409,"4","3","4","1","1","1","1","2","5","1",1989,"5","11","7","2","1","1","0"
7,20,2100,"1",950,"1","2",127,"1","2","M",4905190,202409,"4","3","4","1","1","1","1","2","6","2",2013,"5","31","7","2","1","1","0"
7,20,2100,"1",950,"1","2",127,"1","2","M",4905190,202409,"4","3","4","1","1","1","1","1","1","1",1989,"5","11","7","2","4","2","0"
7,20,2100,"1",950,"1","2",127,"1","2","M",4905190,202409,"4","3","4","1","1","1","1","2","2","1",1992,"5","11","7","2","4","2","0"
7,25,1410,"1",950,"1","1",388,"1","3","M",4902450,197450,"4","2","2","1","1","1","1","1","1","1",1993,"5","11","7","2","1","1","0"
7,25,1410,"1",950,"1","1",388,"1","3","M",4902450,197450,"4","2","2","1","1","1","1","1","1","1",1993,"5","11","7","2","7","15","1"
8,1,1630,"1",950,"1","2",500,"1","2","M",4905610,208330,"4","2","2","2","1","1","1","1","1","1",1990,"5","22","1","2","1","1","0"
8,1,1630,"1",950,"1","2",500,"1","2","M",4905610,208330,"4","2","2","2","1","1","1","1","1","1",1992,"5","11","7","2","4","23","0"
8,17,1015,"1",950,"1","1",476,"1","2","M",4907290,208579,"3","2","2","2","2","1","1","1","1","1",1956,"5","21","33","2","1","2","1"
8,17,1015,"1",950,"1","1",476,"1","2","M",4907290,208579,"3","2","2","2","2","1","1","1","1","1",1991,"4","11","7","2","5","1","0"
8,17,1015,"1",950,"1","1",476,"1","2","M",4907290,208579,"3","2","2","2","2","1","1","2","2","1",1974,"4","11","7","2","5","1","0"
8,31,2135,"3",950,"1","1",488,"1","6","M",4900750,216940,"3","2","4","2","1","1","1","1","1","1",1989,"1","11","7","1","1","1","0"
9,2,1235,"1",950,"1","2",637,"1","3","M",4903240,201569,"4","2","1","1","3","1","1","1","1","1",1995,"5","11","7","2","7","1","0"
9,2,1235,"1",950,"1","2",637,"1","3","M",4903240,201569,"4","2","1","1","3","1","1","1","1","1",1939,"5","92","1","2","7","19","1"
9,19,1630,"1",950,"1","1",127,"1","5","M",4905540,205070,"2","3","4","1","1","1","1","1","1","1",1981,"5","11","7","2","1","1","0"
9,19,1630,"1",950,"1","1",127,"1","5","M",4905540,205070,"2","3","4","1","1","1","1","1","1","1",1982,"5","11","7","2","6","2","0"
9,19,1630,"1",950,"1","1",127,"1","5","M",4905540,205070,"2","3","4","1","1","1","1","1","1","1",1965,"5","11","7","2","6","2","0"
9,19,1630,"1",950,"1","1",127,"1","5","M",4905540,205070,"2","3","4","1","1","1","1","1","1","1",1995,"5","11","7","2","9","2","0"
9,19,1630,"1",950,"1","1",127,"1","5","M",4905540,205070,"2","3","4","1","1","1","1","1","1","2",1973,"5","11","7","2","4","2","0"
9,19,1630,"1",950,"1","1",127,"1","5","M",4905540,205070,"2","3","4","1","1","1","1","2","2","2",1995,"5","11","7","2","4","2","0"
9,19,1630,"1",950,"1","1",127,"1","5","M",4905540,205070,"2","3","4","1","1","1","1","2","3","1",2001,"5","11","7","2","4","2","1"
10,3,1335,"1",950,"1","2",127,"1","3","M",4904970,203710,"4","2","2","1","1","1","1","1","1","1",1941,"5","11","7","2","2","1","0"
10,3,1335,"1",950,"1","2",127,"1","3","M",4904970,203710,"4","2","2","1","1","1","1","1","1","1",1997,"5","93","1","2","7","19","0"
10,17,1520,"1",950,"6","2",127,"1","3","M",4904710,202220,"4","1","2","1","2","1","1","1","1","1",1994,"1","92","1","2","2","1","1"
10,17,1520,"1",950,"6","2",127,"1","3","M",4904710,202220,"4","1","2","1","2","1","1","1","1","1",1955,"5","11","7","2","2","9","0"
10,13,1830,"1",950,"1","2",127,"1","2","M",4903910,207680,"4","3","4","1","1","1","1","1","1","2",1978,"1","11","7","2","6","2","0"
10,27,1827,"5",950,"1","2",323,"2","1","M",4901170,205660,"3","2","2","1","3","2","1","1","1","1",1962,"5","11","7","2","3","13","1"
10,27,1827,"5",950,"1","2",323,"2","1","M",4901170,205660,"3","2","2","1","3","2","1","1","1","1",1987,"5","11","7","2","3","1","0"
11,25,745,"1",950,"1","2",127,"2","3","M",4905370,202840,"3","2","2","2","1","2","1","1","1","1",1995,"2","11","7","2","2","16","0"
11,25,745,"1",950,"1","2",127,"2","3","M",4905370,202840,"3","2","2","2","1","2","1","1","1","1",1960,"1","21","34","2","3","18","1"
11,26,825,"1",950,"1","2",127,"8","6","M",4905280,201929,"4","2","2","1","1","2","1","1","1","1",1982,"1","11","7","1","1","1","0"
11,27,1800,"5",950,"1","2",127,"2","6","M",4904830,201460,"4","1","1","1","1","2","1","1","1","1",1962,"4","11","37","1","1","7","0"
11,30,2050,"4",950,"1","2",218,"1","2","M",4902410,210370,"2","3","4","1","1","1","1","1","1","2",1994,"5","11","7","2","4","2","0"
11,30,2050,"4",950,"1","2",218,"1","2","M",4902410,210370,"2","3","4","1","1","1","1","1","1","1",1978,"1","11","7","2","1","1","0"
12,14,1745,"5",950,"2","2",127,"1","3","M",4903290,207890,"4","3","5","1","1","1","1","1","1","1",1991,"2","11","7","2","7","15","0"
12,14,1745,"5",950,"2","2",127,"1","3","M",4903290,207890,"4","3","5","1","1","1","1","1","1","1",1963,"1","21","33","2","1","1","1"
12,20,110,"5",950,"2","2",127,"1","2","M",4903220,206389,"4","2","2","1","1","1","1","1","1","1",1991,"5","21","33","2","1","1","1"
12,20,110,"5",950,"2","2",127,"1","2","M",4903220,206389,"4","2","2","1","1","1","1","1","1","1",1990,"5","21","33","2","4","2","0"
12,27,510,"5",950,"1","1",271,"1","3","M",4909110,207209,"3","2","2","1","2","2","1","1","1","1",1985,"5","11","7","2","3","13","0"
12,27,510,"5",950,"1","1",271,"1","3","M",4909110,207209,"3","2","2","1","2","2","1","2","2","1",1985,"5","11","7","2","3","13","1"
12,27,510,"5",950,"1","1",271,"1","3","M",4909110,207209,"3","2","2","1","2","2","1","2","5","1",1984,"5","11","7","2","3","13","1"
12,27,510,"5",950,"1","1",271,"1","3","M",4909110,207209,"3","2","2","1","2","2","1","1","1","1",1981,"4","11","38","2","3","1","1"
3,7,725,"3",950,"2","2",288,"1","3","M",4898490,236170,"3","3","4","1","1","1","1","1","1","1",1992,"5","11","7","2","1","1","0"
3,7,725,"3",950,"2","2",288,"1","3","M",4898490,236170,"3","3","4","1","1","1","1","1","1","1",1990,"5","11","7","2","2","15","0"
3,7,725,"3",950,"2","2",288,"1","3","M",4898490,236170,"3","3","4","1","1","1","1","2","2","1",1997,"5","11","7","2","2","15","0"
3,7,725,"3",950,"2","2",288,"1","3","M",4898490,236170,"3","3","4","1","1","1","1","2","3","2",1995,"5","11","7","2","2","15","0"
3,7,725,"3",950,"2","2",288,"1","3","M",4898490,236170,"3","3","4","1","1","1","1","2","4","2",1995,"5","11","7","2","2","15","0"
3,20,1300,"1",950,"1","2",427,"1","6","M",4897480,234490,"3","2","2","1","1","1","1","1","1","1",1986,"5","11","7","1","2","1","0"
3,19,940,"1",950,"1","2",427,"1","3","M",4897490,233690,"4","2","2","1","1","1","1","1","1","1",1997,"2","21","2","2","2","1","0"
3,19,940,"1",950,"1","2",427,"1","3","M",4897490,233690,"4","2","2","1","1","1","1","1","1","1",1986,"4","11","7","2","3","15","0"
3,23,1755,"1",950,"3","2",197,"1","6","M",4896940,231390,"3","2","2","1","1","1","1","1","1","1",1967,"4","11","10","1","2","1","0"
3,29,2105,"5",950,"2","2",197,"3","3","M",4897330,232470,"4","2","2","1","1","2","1","1","1","1",1967,"4","21","30","2","2","1","1"
3,29,2105,"5",950,"2","2",197,"3","3","M",4897330,232470,"4","2","2","1","1","2","1","1","1","1",1974,"5","11","7","2","1","1","0"
4,3,850,"1",950,"1","2",427,"1","1","M",4897510,233730,"3","2","2","1","1","1","1","1","1","2",1991,"2","11","7","2","1","15","0"
4,3,850,"1",950,"1","2",427,"1","1","M",4897510,233730,"3","2","2","1","1","1","1","1","1","1",1997,"2","21","30","2","1","1","0"
4,4,1700,"1",950,"1","2",288,"1","3","M",4898270,236250,"3","3","4","1","1","1","1","1","1","1",1961,"5","11","7","2","3","11","1"
4,4,1700,"1",950,"1","2",288,"1","3","M",4898270,236250,"3","3","4","1","1","1","1","1","1","1",1964,"5","11","7","2","7","1","0"
4,8,1620,"1",950,"3","2",427,"1","3","M",4897820,234980,"3","3","2","1","1","1","1","1","1","2",1985,"3","11","7","2","2","15","0"
4,8,1620,"1",950,"3","2",427,"1","3","M",4897820,234980,"3","3","2","1","1","1","1","1","1","1",1988,"4","21","34","2","1","2","1"
4,14,1105,"1",950,"3","2",197,"1","3","M",4897140,231110,"3","2","2","1","1","1","1","1","1","1",1959,"1","11","7","2","3","1","0"
4,14,1105,"1",950,"3","2",197,"1","3","M",4897140,231110,"3","2","2","1","1","1","1","1","1","1",1977,"5","21","33","2","3","15","0"
4,14,1105,"1",950,"3","2",197,"1","3","M",4897140,231110,"3","2","2","1","1","1","1","2","2","2",1982,"5","21","33","2","3","15","0"
4,14,1908,"1",950,"1","2",197,"1","6","M",4896860,231980,"4","2","2","1","1","1","1","1","1","1",1996,"5","11","7","1","4","4","0"
