"mois","jour","hrmn","lum","dep","int","agg","com","atm","col","gps","lat","long","catr","circ","nbv","prof","plan","surf","situ","catu","place","sexe","an_nais","trajet","secu","catv","obsm","choc","manv","grav"
9,30,940,"1",40,"1","2",70,"1","6","M",4409070,623088,"2","1","2","1","1","1","1","1","1","1",1992,"2","11","7","1","7","1","0"
11,16,1750,"5",40,"1","2",70,"1","6","M",4409564,623026,"4","2","2","1","1","1","1","1","1","1",1980,"3","13","7","1","3","1","0"
11,28,1300,"1",40,"1","1",70,"1","2","M",4412096,623400,"3","2","2","1","1","1","1","1","1","1",1990,"5","11","7","2","1","1","0"
11,28,1300,"1",40,"1","1",70,"1","2","M",4412096,623400,"3","2","2","1","1","1","1","1","1","1",1982,"5","11","7","2","4","1","0"
12,15,1705,"2",40,"1","2",70,"1","6","M",4409191,623102,"4","2","3","1","1","1","1","1","1","1",1993,"5","11","7","1","1","1","0"
12,24,1205,"1",40,"1","2",70,"1","6","M",4409205,623366,"4","1","2","1","1","1","1","1","1","2",1951,"3","11","7","1","1","1","0"
10,9,1730,"1",390,"1","2",434,"1","3","M",4685000,569600,"4","2","2","1","1","1","1","1","1","1",1970,"1","21","31","2","8","15","1"
10,9,1730,"1",390,"1","2",434,"1","3","M",4685000,569600,"4","2","2","1","1","1","1","1","1","2",1968,"3","11","7","2","1","1","0"
12,2,1800,"5",390,"1","2",434,"1","1","M",4684600,569500,"4","2","2","1","2","1","1","1","1","1",1994,"1","11","7","2","3","1","0"
12,2,1800,"5",390,"1","2",434,"1","1","M",4684600,569500,"4","2","2","1","2","1","1","1","1","1",1999,"1","21","30","2","1","1","1"
8,11,1645,"1",390,"9","1",470,"1","1","M",4648600,604600,"2","2","1","3","2","1","1","1","1","1",1968,"1","11","7","2","5","13","1"
8,11,1645,"1",390,"9","1",470,"1","1","M",4648600,604600,"2","2","1","3","2","1","1","1","1","2",1975,"3","11","7","2","3","2","0"
2,28,1005,"1",40,"1","2",112,"1","6","M",4382031,578774,"4","2","2","1","1","1","1","1","1","1",1934,"5","11","7","1","1","1","0"
4,23,1210,"1",40,"1","2",112,"1","1","M",4380662,581412,"4","2","2","1","1","1","1","1","1","1",1966,"1","21","31","2","1","1","1"
4,23,1210,"1",40,"1","2",112,"1","1","M",4380662,581412,"4","2","2","1","1","1","1","1","1","1",1989,"5","11","7","2","1","17","0"
9,5,1725,"1",40,"1","2",112,"1","6","M",4382390,578098,"4","2","2","2","3","1","1","1","1","1",1986,"5","21","33","1","1","17","0"
10,8,1800,"1",40,"2","2",112,"1","3","M",4383250,577998,"4","2","2","2","1","1","1","1","1","1",1988,"9","21","33","2","2","1","1"
12,27,35,"5",40,"1","2",112,"1","6","M",4383100,579175,"4","2","2","2","1","1","1","1","1","1",1965,"9","11","3","2","3","13","0"
1,9,1815,"5",40,"6","2",112,"1","3","M",4379152,581068,"4","2","2","1","1","1","1","1","1","1",1983,"5","21","33","2","1","5","1"
2,17,1720,"1",40,"2","2",112,"1","3","M",4382201,578977,"4","2","2","2","1","1","1","1","1","1",1950,"5","11","7","2","2","15","0"
7,1,445,"2",700,"1","1",20,"1","1","M",4758700,611700,"3","2","3","1","3","1","1","1","1","1",1992,"1","11","7","2","3","13","1"
8,22,1845,"1",700,"1","1",367,"1","1","M",4762500,605800,"3","2","2","1","2","1","1","1","1","1",1969,"5","21","33","2","1","1","1"
8,22,1845,"1",700,"1","1",367,"1","1","M",4762500,605800,"3","2","2","1","2","1","1","1","1","2",1995,"1","11","7","2","2","9","0"
10,26,1815,"3",700,"1","1",133,"1","1","M",4773276,600951,"3","2","2","1","3","1","1","1","1","1",1966,"1","13","7","2","3","19","1"
10,26,1815,"3",700,"1","1",133,"1","1","M",4773276,600951,"3","2","2","1","3","1","1","1","1","1",1972,"4","11","14","2","2","1","0"
7,2,730,"1",700,"1","1",85,"1","1","M",4739000,600900,"3","2","2","1","3","1","1","1","1","1",1929,"5","11","7","9","7","15","0"
7,2,730,"1",700,"1","1",85,"1","1","M",4739000,600900,"3","2","2","1","3","1","1","1","1","1",1977,"1","21","1","2","1","1","1"
10,16,845,"1",700,"1","1",208,"8","5","M",4752817,612992,"2","2","2","1","1","1","1","1","1","1",1977,"5","11","7","2","3","13","0"
10,16,845,"1",700,"1","1",208,"8","5","M",4752817,612992,"2","2","2","1","1","1","1","1","1","1",1979,"4","11","15","2","3","1","0"
10,16,845,"1",700,"1","1",208,"8","5","M",4752817,612992,"2","2","2","1","1","1","1","1","1","2",1988,"5","11","7","2","2","1","0"
7,14,915,"1",700,"1","2",310,"1","6","M",4769100,649600,"3","2","2","1","1","1","1","1","1","1",1938,"3","11","7","1","2","1","0"
4,15,1500,"1",700,"1","2",318,"1","1","M",4769900,663200,"3","2","2","2","2","1","1","1","1","1",1971,"1","11","7","2","1","19","0"
4,15,1500,"1",700,"1","2",318,"1","1","M",4769900,663200,"3","2","2","2","2","1","1","1","1","1",1965,"5","21","33","2","3","1","1"
10,25,1430,"1",700,"1","1",498,"1","2","M",4780300,665800,"3","2","2","1","3","1","1","1","1","2",1963,"1","11","7","2","5","15","0"
10,25,1430,"1",700,"1","1",498,"1","2","M",4780300,665800,"3","2","2","1","3","1","1","1","1","1",1970,"5","21","33","2","7","1","1"
11,28,1900,"3",700,"1","1",283,"1","1","M",4783054,670765,"3","2","2","2","2","7","1","1","1","1",1972,"5","11","7","2","1","9","0"
11,28,1900,"3",700,"1","1",283,"1","1","M",4783054,670765,"3","2","2","2","2","7","1","1","1","2",1992,"5","11","7","2","1","1","1"
4,18,1515,"1",700,"1","1",64,"1","2","M",4762800,666700,"3","3","4","1","1","1","1","1","1","2",1960,"5","11","7","2","2","17","0"
6,5,745,"1",700,"1","1",435,"1","3","M",4784100,643700,"4","2","2","3","3","1","1","1","1","1",1988,"1","21","33","2","8","13","1"
6,5,745,"1",700,"1","1",435,"1","3","M",4784100,643700,"4","2","2","3","3","1","1","1","1","1",1978,"1","11","7","2","8","21","0"
9,14,1730,"1",700,"1","1",245,"7","3","M",4788349,640993,"3","2","2","2","1","2","1","1","1","1",1921,"5","11","7","2","3","15","1"
9,14,1730,"1",700,"1","1",245,"7","3","M",4788349,640993,"3","2","2","2","1","2","1","1","1","1",1994,"5","11","7","2","3","1","0"
10,1,1130,"1",700,"1","1",245,"1","3","M",4790085,640436,"2","2","2","1","1","1","1","1","1","1",1930,"5","11","7","2","8","10","1"
10,1,1130,"1",700,"1","1",245,"1","3","M",4790085,640436,"2","2","2","1","1","1","1","1","1","1",1974,"4","11","15","2","1","1","0"
10,8,1545,"1",700,"1","1",376,"1","3","M",4755536,554674,"3","2","2","1","1","1","1","1","1","2",1957,"3","11","7","2","3","1","0"
12,10,1845,"3",700,"1","2",371,"1","4","M",4750026,563900,"3","2","2","2","2","1","1","1","1","1",1970,"9","13","7","2","3","5","0"
12,10,1845,"3",700,"1","2",371,"1","4","M",4750026,563900,"3","2","2","2","2","1","1","1","1","1",1984,"4","11","10","2","6","1","0"
12,10,1845,"3",700,"1","2",371,"1","4","M",4750026,563900,"3","2","2","2","2","1","1","1","1","2",1963,"4","11","7","2","3","1","0"
4,29,630,"3",900,"1","1",33,"1","1","M",4750000,701700,"3","2","2","2","1","1","1","1","1","1",1964,"1","21","33","6","1","1","1"
4,29,630,"3",900,"1","1",33,"1","1","M",4750000,701700,"3","2","2","2","1","1","1","1","1","2",1993,"1","13","7","6","1","1","0"
2,3,2100,"3",260,"1","1",362,"2","6","M",4495510,493090,"4","2","2","2","2","2","1","1","1","1",1993,"5","11","7","2","8","1","0"
3,24,845,"1",130,"2","1",87,"1","5","M",4348927,562983,"3","2","2","1","1","1","1","1","1","1",1970,"1","11","7","2","2","19","0"
3,24,845,"1",130,"2","1",87,"1","5","M",4348927,562983,"3","2","2","1","1","1","1","1","1","2",1976,"1","11","7","2","3","23","0"
3,24,845,"1",130,"2","1",87,"1","5","M",4348927,562983,"3","2","2","1","1","1","1","1","1","1",1960,"1","21","31","2","1","1","1"
6,4,1745,"1",130,"4","1",37,"1","3","M",4353563,519246,"3","2","2","1","1","1","1","1","1","1",1988,"5","21","33","2","1","17","1"
6,4,1745,"1",130,"4","1",37,"1","3","M",4353563,519246,"3","2","2","1","1","1","1","1","1","1",1987,"5","11","7","2","3","15","1"
11,2,1200,"1",130,"1","2",107,"1","5","M",4344948,544889,"3","2","2","1","1","1","1","1","1","1",1993,"5","12","7","2","1","1","0"
9,9,1800,"1",130,"1","1",74,"1","1","M",4365014,560567,"3","2","2","1","1","1","1","1","1","1",1955,"5","21","33","2","1","1","1"
10,28,645,"2",130,"1","1",59,"1","1","M",4365109,552200,"3","2","2","2","3","2","1","1","1","1",1980,"1","11","7","2","1","17","0"
10,28,645,"2",130,"1","1",59,"1","1","M",4365109,552200,"3","2","2","2","3","2","1","1","1","2",1957,"1","11","7","2","1","1","1"
2,2,1545,"1",130,"1","1",86,"1","1","M",4332772,560054,"3","2","2","1","3","1","1","1","1","1",1959,"5","11","7","2","1","1","1"
2,2,1545,"1",130,"1","1",86,"1","1","M",4332772,560054,"3","2","2","1","3","1","1","1","1","1",1976,"4","11","10","2","3","1","0"
3,24,1630,"1",40,"1","1",189,"1","5","M",4377100,593900,"3","2","2","4","3","1","1","1","1","1",1967,"5","11","7","2","8","13","0"
3,24,1630,"1",40,"1","1",189,"1","5","M",4377100,593900,"3","2","2","4","3","1","1","1","1","2",1983,"3","11","7","2","1","1","0"
3,24,1630,"1",40,"1","1",189,"1","5","M",4377100,593900,"3","2","2","4","3","1","1","1","1","2",1962,"1","11","7","2","1","24","0"
5,2,1230,"1",40,"1","1",230,"1","3","M",4383600,586500,"3","2","2","4","1","1","1","1","1","2",1984,"1","11","7","2","3","13","1"
9,15,1600,"1",40,"1","1",94,"1","5","M",4378200,587500,"3","2","2","1","2","1","1","1","1","1",1975,"1","11","7","2","3","17","0"
9,15,1600,"1",40,"1","1",94,"1","5","M",4378200,587500,"3","2","2","1","2","1","1","1","1","1",1995,"5","21","33","2","1","1","1"
7,25,1830,"1",40,"1","1",7,"1","2","M",4394100,653200,"2","2","2","1","1","1","1","1","1","1",1943,"5","11","7","2","2","2","0"
6,14,1530,"1",40,"1","1",158,"1","1","M",4371400,604500,"3","2","2","2","3","1","1","1","1","1",1996,"5","11","7","2","1","1","1"
6,14,1530,"1",40,"1","1",158,"1","1","M",4371400,604500,"3","2","2","2","3","1","1","1","1","1",1987,"5","11","7","2","1","1","1"
7,17,1400,"1",40,"1","1",166,"1","1","M",4381100,611500,"3","2","2","2","3","1","1","1","1","1",1954,"5","21","33","2","1","1","1"
7,17,1400,"1",40,"1","1",166,"1","1","M",4381100,611500,"3","2","2","2","3","1","1","1","1","2",1967,"4","11","7","2","3","1","1"
9,18,1200,"1",40,"2","1",124,"1","3","M",4377000,609700,"3","2","2","1","1","1","1","1","1","1",1979,"5","11","7","2","6","19","0"
9,18,1200,"1",40,"2","1",124,"1","3","M",4377000,609700,"3","2","2","1","1","1","1","1","1","1",1955,"5","21","33","2","1","1","1"
5,31,1215,"1",40,"1","1",208,"1","3","M",4398265,555950,"3","2","2","2","2","1","1","1","1","2",1979,"5","11","7","2","3","1","0"
5,31,1215,"1",40,"1","1",208,"1","3","M",4398265,555950,"3","2","2","2","2","1","1","1","1","1",1982,"5","21","1","2","3","1","1"
9,11,1245,"1",40,"1","1",208,"1","6","M",4401400,553700,"3","2","2","1","1","1","1","1","1","1",1963,"5","21","33","2","4","2","0"
9,11,1245,"1",40,"1","1",208,"1","6","M",4401400,553700,"3","2","2","1","1","1","1","1","1","1",1955,"5","21","33","2","4","2","1"
1,11,1530,"1",40,"1","2",49,"7","6","M",4409200,601000,"2","2","2","1","1","1","1","1","1","1",1957,"5","11","7","1","3","1","0"
7,24,1245,"1",40,"1","1",123,"1","4","M",4426600,586300,"3","2","2","4","3","1","1","1","1","2",1950,"3","11","7","2","1","1","0"
7,24,1245,"1",40,"1","1",123,"1","4","M",4426600,586300,"3","2","2","4","3","1","1","1","1","2",1983,"1","11","7","2","3","15","0"
8,6,2145,"5",40,"1","2",49,"1","3","M",4409634,601050,"2","2","2","1","1","1","1","1","1","1",1986,"5","21","33","2","1","17","1"
12,2,1045,"1",40,"1","1",123,"1","1","M",4425600,588100,"3","2","2","1","1","1","1","1","1","1",1943,"5","11","7","2","3","13","1"
12,2,1045,"1",40,"1","1",123,"1","1","M",4425600,588100,"3","2","2","1","1","1","1","1","1","1",1980,"5","11","7","2","3","1","1"
12,16,900,"1",40,"1","2",49,"1","6","M",4408300,599700,"3","2","2","4","1","1","1","1","1","2",1976,"2","11","7","1","2","1","0"
4,8,1900,"2",50,"3","1",78,"1","1","M",4438804,593850,"3","3","2","1","1","1","1","1","1","2",1922,"5","11","7","2","1","6","1"
5,11,1830,"1",50,"1","1",34,"1","3","M",4427711,581684,"3","2","2","2","2","1","1","1","1","1",1937,"5","13","7","2","7","17","0"
5,11,1830,"1",50,"1","1",34,"1","3","M",4427711,581684,"3","2","2","2","2","1","1","1","1","1",1961,"5","21","1","2","8","2","1"
6,16,845,"1",50,"1","2",70,"1","6","M",4431402,582200,"3","2","2","1","1","1","1","1","1","1",1984,"2","13","7","1","1","1","0"
11,10,1515,"1",50,"1","2",70,"1","6","M",4431557,582481,"3","2","2","1","1","1","1","1","1","2",1953,"9","13","7","1","1","1","0"
6,29,1400,"1",50,"3","2",132,"1","3","M",4468160,607362,"3","2","2","2","2","1","1","1","1","1",1970,"5","21","33","2","1","1","1"
8,10,1115,"1",50,"1","2",132,"1","6","M",4468420,607635,"3","2","2","3","2","1","1","1","1","1",1968,"1","13","10","1","1","1","0"
12,24,1515,"1",50,"1","2",4,"8","6","M",4463279,620467,"3","2","2","2","2","1","1","1","1","1",1972,"3","21","31","1","1","2","1"
8,16,1700,"1",50,"4","1",59,"1","3","M",4454409,600704,"3","2","2","1","1","1","1","1","1","1",1953,"5","21","34","2","2","17","1"
8,16,1700,"1",50,"4","1",59,"1","3","M",4454409,600704,"3","2","2","1","1","1","1","1","1","1",1993,"5","11","7","2","3","15","0"
11,21,1515,"1",50,"1","1",166,"1","1","M",4441748,572145,"3","2","2","2","1","1","1","1","1","1",1944,"5","11","7","2","1","13","1"
10,27,1400,"1",50,"1","2",10,"2","1","M",4452244,575445,"3","2","2","1","1","2","1","1","1","2",1939,"5","11","7","2","1","13","1"
11,28,1915,"3",50,"1","1",179,"1","6","M",4456074,588696,"3","2","2","1","1","1","3","1","1","1",1994,"5","11","7","6","1","1","1"
12,18,1545,"1",50,"1","1",123,"1","5","M",4455359,596171,"3","2","2","1","1","1","1","1","1","1",1962,"1","11","7","2","8","13","0"
7,18,315,"5",50,"1","2",6,"1","1","M",4479884,656533,"2","2","2","2","2","1","1","1","1","1",1989,"5","11","7","2","1","6","1"
8,13,1730,"1",50,"1","1",122,"1","1","M",4472687,658659,"2","2","2","1","3","1","1","1","1","1",1995,"1","11","7","2","3","13","0"
9,10,1930,"2",50,"1","1",107,"1","3","M",4486519,659943,"2","2","2","1","1","1","1","1","1","1",1948,"5","21","35","2","6","13","1"
9,10,1930,"2",50,"1","1",107,"1","3","M",4486519,659943,"2","2","2","1","1","1","1","1","1","1",1963,"1","11","7","2","1","1","0"
10,4,1430,"1",50,"1","1",63,"1","1","M",4504028,635763,"3","2","2","2","2","1","1","1","1","1",1949,"4","11","7","2","3","13","0"
6,29,1215,"1",50,"3","1",161,"1","2","M",4495314,655149,"3","2","2","1","1","1","1","1","1","1",1975,"5","21","33","2","3","17","1"
8,7,1015,"1",50,"1","1",107,"1","2","M",4486490,659908,"2","2","2","1","2","1","1","1","1","1",1974,"1","11","7","2","2","2","0"
9,27,1700,"1",50,"1","1",79,"1","2","M",4499334,648127,"3","2","2","2","2","1","1","1","1","1",1963,"5","21","33","2","1","1","0"
10,6,1845,"2",50,"1","2",164,"2","6","M",4452615,640226,"2","2","2","2","2","2","1","1","1","1",1961,"3","11","3","1","2","1","0"
6,11,1630,"1",50,"1","1",7,"1","1","M",4475077,676455,"3","2","2","2","4","1","1","1","1","1",1989,"5","21","33","2","1","13","1"
6,11,1630,"1",50,"1","1",7,"1","1","M",4475077,676455,"3","2","2","2","4","1","1","1","1","1",1979,"2","11","7","2","3","1","0"
8,2,1945,"1",50,"1","1",40,"1","1","M",4455120,625859,"2","2","2","1","1","1","1","1","1","2",1992,"5","12","7","2","3","13","1"
6,28,1045,"1",50,"3","1",52,"1","3","M",4468392,661449,"2","2","2","1","1","1","1","1","1","1",1968,"5","21","33","2","1","17","0"
6,28,1045,"1",50,"3","1",52,"1","3","M",4468392,661449,"2","2","2","1","1","1","1","1","1","1",1965,"1","91","21","2","8","15","0"
12,8,1530,"1",50,"1","1",65,"1","1","M",4466068,660484,"2","2","2","1","1","1","1","1","1","1",1953,"5","11","7","2","1","13","1"
7,23,1430,"1",60,"1","2",75,"8","1","M",4382800,726300,"3","2","2","1","3","1","1","1","1","2",1947,"5","11","7","2","1","1","0"
7,23,1430,"1",60,"1","2",75,"8","1","M",4382800,726300,"3","2","2","1","3","1","1","1","1","1",1991,"5","21","33","2","1","13","0"
1,25,1545,"1",60,"1","1",127,"1","1","M",4404929,727513,"3","2","2","2","3","1","1","1","1","2",1990,"5","21","30","2","2","13","1"
1,25,1545,"1",60,"1","1",127,"1","1","M",4404929,727513,"3","2","2","2","3","1","1","1","1","1",1949,"5","11","7","2","1","1","0"
2,27,1345,"1",60,"1","1",127,"1","1","M",4388244,724300,"3","2","2","1","3","1","1","1","1","2",1989,"3","11","7","2","3","1","1"
3,13,1945,"3",60,"1","1",151,"1","1","M",4387400,718800,"3","2","2","1","4","1","1","1","1","1",1975,"1","11","7","2","1","5","0"
3,13,1945,"3",60,"1","1",151,"1","1","M",4387400,718800,"3","2","2","1","4","1","1","1","1","1",1994,"5","11","7","2","1","1","1"
1,21,1130,"1",60,"1","2",90,"3","3","M",4361059,691653,"3","2","2","2","1","2","1","1","1","1",1964,"4","11","15","2","3","1","0"
1,21,1130,"1",60,"1","2",90,"3","3","M",4361059,691653,"3","2","2","2","1","2","1","1","1","1",1980,"4","11","10","2","1","1","1"
2,19,1615,"1",60,"1","2",79,"1","1","M",4355938,695130,"3","2","2","1","1","1","1","1","1","1",1987,"5","21","32","2","1","17","1"
4,15,1200,"1",60,"1","2",157,"1","6","M",4372534,709476,"3","2","2","1","3","1","1","1","1","1",1981,"1","11","14","1","2","1","0"
8,9,1715,"1",60,"1","1",150,"1","3","M",4375000,740000,"3","2","1","2","1","1","1","1","1","1",1996,"5","11","7","2","3","9","0"
8,9,1715,"1",60,"1","1",150,"1","3","M",4375000,740000,"3","2","1","2","1","1","1","1","1","1",1987,"5","11","7","2","1","1","0"
7,8,1245,"1",830,"1","1",80,"1","1","M",4367972,669639,"3","2","2","2","3","1","1","1","1","2",1959,"5","11","7","9","3","1","0"
7,8,1245,"1",830,"1","1",80,"1","1","M",4367972,669639,"3","2","2","2","3","1","1","1","1","1",1947,"5","21","1","2","1","13","1"
12,2,900,"1",830,"1","1",55,"1","2","M",4360774,668065,"4","2","1","1","1","1","1","1","1","1",1968,"4","11","14","2","4","4","0"
12,2,900,"1",830,"1","1",55,"1","2","M",4360774,668065,"4","2","1","1","1","1","1","1","1","1",1952,"9","21","30","2","1","2","1"
11,15,1115,"1",830,"1","1",73,"1","6","M",4338900,631900,"3","3","1","1","1","1","1","1","1","1",1988,"5","21","31","1","1","1","0"
5,27,945,"1",830,"1","1",139,"1","1","M",4359200,628700,"4","2","1","2","2","1","1","1","1","1",1945,"5","11","7","9","1","1","0"
5,27,945,"1",830,"1","1",139,"1","1","M",4359200,628700,"4","2","1","2","2","1","1","1","1","1",1970,"5","22","1","2","1","1","1"
7,7,1230,"1",830,"1","1",51,"1","3","M",4348422,625709,"3","2","2","1","1","1","1","1","1","1",1943,"5","11","7","2","3","13","0"
7,7,1230,"1",830,"1","1",51,"1","3","M",4348422,625709,"3","2","2","1","1","1","1","1","1","1",1972,"4","11","10","2","8","1","1"
10,1,1145,"1",830,"7","2",108,"1","6","M",4334027,597578,"4","1","1","1","1","1","1","1","1","2",1961,"4","11","7","1","6","20","0"
11,26,1745,"5",830,"1","2",107,"1","6","M",4344583,663644,"3","2","2","1","1","1","1","1","1","1",1997,"5","21","32","1","1","1","0"
1,6,945,"1",830,"1","2",42,"1","6","M",4324837,653303,"3","2","2","1","1","1","1","1","1","1",1970,"9","11","7","1","3","1","0"
1,30,1515,"1",830,"1","1",42,"1","3","M",4323149,651997,"3","2","2","1","3","1","1","1","1","1",1927,"5","11","7","2","8","1","0"
2,27,1645,"1",830,"1","1",42,"1","1","M",4323565,652452,"3","2","2","1","1","1","1","1","1","1",1965,"5","13","7","2","3","13","0"
2,27,1645,"1",830,"1","1",42,"1","1","M",4323565,652452,"3","2","2","1","1","1","1","1","1","1",1998,"5","21","30","2","1","1","1"
5,9,1215,"1",830,"1","1",63,"1","3","M",4332000,647200,"3","2","2","1","1","1","1","1","1","1",1967,"9","11","7","2","7","17","0"
5,9,1215,"1",830,"1","1",63,"1","3","M",4332000,647200,"3","2","2","1","1","1","1","1","1","1",1963,"5","21","33","2","8","17","1"
5,10,1400,"1",830,"1","2",63,"1","1","M",4331500,647090,"4","2","2","3","3","1","1","1","1","1",1928,"5","11","7","2","3","13","0"
5,10,1400,"1",830,"1","2",63,"1","1","M",4331500,647090,"4","2","2","3","3","1","1","1","1","1",1965,"5","21","33","2","8","1","0"
8,4,1515,"1",830,"1","2",42,"1","6","M",4324982,653582,"4","1","1","1","1","1","1","1","1","1",1996,"5","21","30","1","1","17","0"
11,20,1130,"1",830,"1","1",68,"1","5","M",4325400,655700,"3","2","2","1","1","1","1","1","1","1",1960,"1","11","7","2","3","13","0"
11,20,1130,"1",830,"1","1",68,"1","5","M",4325400,655700,"3","2","2","1","1","1","1","1","1","2",1962,"5","11","7","2","8","21","0"
11,20,1130,"1",830,"1","1",68,"1","5","M",4325400,655700,"3","2","2","1","1","1","1","1","1","1",1981,"1","11","7","2","1","2","0"
1,21,1715,"5",830,"1","2",115,"3","6","M",4331200,663200,"3","2","2","1","1","2","1","1","1","1",1938,"5","13","7","1","2","1","0"
1,27,1145,"1",830,"1","2",107,"1","2","M",4333800,668500,"3","2","3","1","3","1","1","1","1","2",1958,"5","21","2","2","1","1","1"
1,27,1145,"1",830,"1","2",107,"1","2","M",4333800,668500,"3","2","3","1","3","1","1","1","1","1",1980,"4","11","10","2","6","1","0"
